Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,401
Base Time Seconds,1639859405
Base Time Fractional,.039330660
Base Time,12/18/2021 20:30:05.039330660
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-1.341894095841e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,-0.0023377328180,Volt DC,100,T,2W,F,F,12/18/2021,20:30:05,.039330660
2,1.669719118524e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4977423548698,Volt DC,100,T,2W,F,F,12/18/2021,20:30:05,.435199460
3,1.693658724378e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.9979712367058,Volt DC,100,T,2W,F,F,12/18/2021,20:30:05,.831043320
4,1.663673465657e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,1.4978113174438,Volt DC,100,T,2W,F,F,12/18/2021,20:30:06,.226910520
5,1.644623104369e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,1.9979934692383,Volt DC,100,T,2W,F,F,12/18/2021,20:30:06,.622752640
6,1.663955195852e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,2.4981546401978,Volt DC,100,T,2W,F,F,12/18/2021,20:30:07,.018602580
7,1.68265081868e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,2.9980616569519,Volt DC,100,T,2W,F,F,12/18/2021,20:30:07,.414446680
8,1.67915370497e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,3.4979922771454,Volt DC,100,T,2W,F,F,12/18/2021,20:30:07,.810307900
9,1.661111248552e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,3.9978659152985,Volt DC,100,T,2W,F,F,12/18/2021,20:30:08,.206185320
10,1.647699754415e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,4.4979362487793,Volt DC,100,T,2W,F,F,12/18/2021,20:30:08,.602025860
11,1.677328143046e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,4.9985098838806,Volt DC,100,T,2W,F,F,12/18/2021,20:30:08,.997894700
12,1.681971362189e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,5.4984054565430,Volt DC,100,T,2W,F,F,12/18/2021,20:30:09,.393755760
