BG_V	BG_I
0	-8.7445E-10
0.1	-8.10408E-10
0.2	-7.58626E-10
0.3	-7.13284E-10
0.4	-6.73428E-10
0.5	-6.35098E-10
0.6	-6.04156E-10
0.7	-5.76954E-10
0.8	-5.54836E-10
0.9	-5.18936E-10
1	-5.00534E-10
1.1	-4.79634E-10
1.2	-4.6038E-10
1.3	-4.43954E-10
1.4	-4.2925E-10
1.5	-4.14074E-10
1.6	-3.97912E-10
1.7	-3.80166E-10
1.8	-3.6824E-10
1.9	-3.5199E-10
2	-3.41328E-10
2.1	-3.3023E-10
2.2	-3.20326E-10
2.3	-3.07094E-10
2.4	-2.98456E-10
2.5	-2.89774E-10
2.6	-2.79836E-10
2.7	-2.71926E-10
2.8	-2.64454E-10
2.9	-2.54562E-10
3	-2.4912E-10
3.1	-2.40022E-10
3.2	-2.33194E-10
3.3	-2.23684E-10
3.4	-2.18386E-10
3.5	-2.10764E-10
3.6	-2.0507E-10
3.7	-1.99652E-10
3.8	-1.94566E-10
3.9	-1.8863E-10
4	-1.8368E-10
4.1	-1.76288E-10
4.2	-1.70448E-10
4.3	-1.65104E-10
4.4	-1.59416E-10
4.5	-1.5338E-10
4.6	-1.48944E-10
4.7	-1.44248E-10
4.8	-1.39306E-10
4.9	-1.35754E-10
5	-1.30686E-10
5.1	-1.29092E-10
5.2	-1.23978E-10
5.3	-1.19576E-10
5.4	-1.15272E-10
5.5	-1.11426E-10
5.6	-1.08784E-10
5.7	-1.03468E-10
5.8	-9.9666E-11
5.9	-9.6038E-11
6	-9.1904E-11
6.1	-8.8976E-11
6.2	-8.5966E-11
6.3	-8.2946E-11
6.4	-7.891E-11
6.5	-7.6866E-11
6.6	-7.3866E-11
6.7	-7.054E-11
6.8	-6.7406E-11
6.9	-6.4358E-11
7	-6.2224E-11
7.1	-5.9822E-11
7.2	-5.7804E-11
7.3	-5.4274E-11
7.4	-5.102E-11
7.5	-4.7276E-11
7.6	-4.6526E-11
7.7	-4.2016E-11
7.8	-4.01E-11
7.9	-3.8256E-11
8	-3.5402E-11
8.1	-3.403E-11
8.2	-3.1198E-11
8.3	-2.9038E-11
8.4	-2.7226E-11
8.5	-2.3682E-11
8.6	-2.195E-11
8.7	-1.9786E-11
8.8	-1.6556E-11
8.9	-1.5354E-11
9	-1.2444E-11
9.1	-9.83E-12
9.2	-8.576E-12
9.3	-4.998E-12
9.4	-4.558E-12
9.5	-2.456E-12
9.6	-1.536E-12
9.7	-5.2E-14
9.8	2.672E-12
9.9	3.54E-12
10	6.138E-12
10.1	9.578E-12
10.2	9.624E-12
10.3	1.2862E-11
10.4	1.4444E-11
10.5	1.5048E-11
10.6	1.7246E-11
10.7	1.9388E-11
10.8	2.0658E-11
10.9	2.3186E-11
11	2.3826E-11
11.1	2.4902E-11
11.2	2.7782E-11
11.3	2.91E-11
11.4	3.1658E-11
11.5	3.369E-11
11.6	3.7354E-11
11.7	3.8208E-11
11.8	4.019E-11
11.9	4.1628E-11
12	4.293E-11
12.1	4.467E-11
12.2	4.6834E-11
12.3	4.7488E-11
12.4	4.8786E-11
12.5	5.022E-11
12.6	5.2988E-11
12.7	5.363E-11
12.8	5.4952E-11
12.9	5.679E-11
13	5.8276E-11
13.1	6.0144E-11
13.2	6.2658E-11
13.3	6.3906E-11
13.4	6.4818E-11
13.5	6.8106E-11
13.6	6.9908E-11
13.7	7.1292E-11
13.8	7.2058E-11
13.9	7.4164E-11
14	7.4854E-11
14.1	7.668E-11
14.2	7.8136E-11
14.3	7.8878E-11
14.4	7.9988E-11
14.5	8.218E-11
14.6	8.253E-11
14.7	8.4928E-11
14.8	8.6232E-11
14.9	8.8104E-11
15	8.893E-11
15.1	9.0816E-11
15.2	9.1196E-11
15.3	9.4946E-11
15.4	9.6094E-11
15.5	9.7198E-11
15.6	9.9606E-11
15.7	1.0073E-10
15.8	1.01642E-10
15.9	1.02222E-10
16	1.0412E-10
16.1	1.04702E-10
16.2	1.06878E-10
16.3	1.08606E-10
16.4	1.08756E-10
16.5	1.1052E-10
16.6	1.1285E-10
16.7	1.13134E-10
16.8	1.15054E-10
16.9	1.18064E-10
17	1.18908E-10
17.1	1.20316E-10
17.2	1.21354E-10
17.3	1.23148E-10
17.4	1.24388E-10
17.5	1.26056E-10
