BG_V	BG_I
0	-1.8374E-11
0.1	-1.6006E-11
0.2	-1.1962E-11
0.3	-8.048E-12
0.4	-6.13E-12
0.5	-3.496E-12
0.6	-2.802E-12
0.7	-1.004E-12
0.8	1.386E-12
0.9	3.516E-12
1	5.526E-12
1.1	6.032E-12
1.2	7.634E-12
1.3	9.848E-12
1.4	1.1684E-11
1.5	1.3624E-11
1.6	1.4796E-11
1.7	1.5358E-11
1.8	1.6828E-11
1.9	1.7386E-11
2	1.858E-11
2.1	2.047E-11
2.2	2.1698E-11
2.3	2.3462E-11
2.4	2.4482E-11
2.5	2.6134E-11
2.6	2.7774E-11
2.7	2.7812E-11
2.8	2.9066E-11
2.9	3.0934E-11
3	3.0384E-11
3.1	3.3444E-11
3.2	3.39E-11
3.3	3.5212E-11
3.4	3.5134E-11
3.5	3.6816E-11
3.6	3.7846E-11
3.7	3.9494E-11
3.8	3.9552E-11
3.9	4.038E-11
4	4.0868E-11
4.1	4.2424E-11
4.2	4.3118E-11
4.3	4.373E-11
4.4	4.6386E-11
4.5	4.6712E-11
4.6	4.7222E-11
4.7	4.8588E-11
4.8	5.0012E-11
4.9	5.1094E-11
5	5.169E-11
5.1	5.2418E-11
5.2	5.4098E-11
5.3	5.4506E-11
5.4	5.5958E-11
5.5	5.5488E-11
5.6	5.7836E-11
5.7	5.8188E-11
5.8	5.8678E-11
5.9	5.9922E-11
6	6.0596E-11
6.1	6.13E-11
6.2	6.2898E-11
6.3	6.3554E-11
6.4	6.439E-11
6.5	6.5186E-11
6.6	6.6158E-11
6.7	6.7042E-11
6.8	6.933E-11
6.9	6.885E-11
7	6.986E-11
7.1	7.1504E-11
7.2	7.0214E-11
7.3	7.2948E-11
7.4	7.353E-11
7.5	7.4614E-11
7.6	7.477E-11
7.7	7.6154E-11
7.8	7.6152E-11
7.9	7.7534E-11
8	7.8578E-11
8.1	8.051E-11
8.2	8.0396E-11
8.3	8.1496E-11
8.4	8.3264E-11
8.5	8.2316E-11
8.6	8.2672E-11
8.7	8.4314E-11
