BG_V	BG_I
0	-1.71612E-09
0.1	-1.60494E-09
0.2	-1.50696E-09
0.3	-1.4205E-09
0.4	-1.3439E-09
0.5	-1.27688E-09
0.6	-1.2151E-09
0.7	-1.15808E-09
0.8	-1.10838E-09
0.9	-1.05656E-09
1	-1.01764E-09
1.1	-9.70996E-10
1.2	-9.23982E-10
1.3	-8.80548E-10
1.4	-8.49216E-10
1.5	-8.12656E-10
1.6	-7.77598E-10
1.7	-7.43408E-10
1.8	-7.13462E-10
1.9	-6.86442E-10
2	-6.60952E-10
2.1	-6.37402E-10
2.2	-6.12706E-10
2.3	-5.89018E-10
2.4	-5.6755E-10
2.5	-5.4611E-10
2.6	-5.27284E-10
2.7	-5.08406E-10
2.8	-4.91712E-10
2.9	-4.74334E-10
3	-4.55204E-10
3.1	-4.39884E-10
3.2	-4.29088E-10
3.3	-4.12246E-10
3.4	-3.9718E-10
3.5	-3.816E-10
3.6	-3.67682E-10
3.7	-3.54098E-10
3.8	-3.42726E-10
3.9	-3.3027E-10
4	-3.18156E-10
4.1	-3.06156E-10
4.2	-2.97664E-10
4.3	-2.87352E-10
4.4	-2.76306E-10
4.5	-2.66268E-10
4.6	-2.56384E-10
4.7	-2.47104E-10
4.8	-2.3834E-10
4.9	-2.2915E-10
5	-2.20362E-10
5.1	-2.12392E-10
5.2	-2.04376E-10
5.3	-1.96712E-10
5.4	-1.8912E-10
5.5	-1.80952E-10
5.6	-1.73048E-10
5.7	-1.66438E-10
5.8	-1.58574E-10
5.9	-1.52872E-10
6	-1.46448E-10
6.1	-1.4039E-10
6.2	-1.33298E-10
6.3	-1.28374E-10
6.4	-1.22358E-10
6.5	-1.16544E-10
6.6	-1.11278E-10
6.7	-1.0547E-10
6.8	-1.0061E-10
6.9	-9.4282E-11
7	-8.9518E-11
7.1	-8.4902E-11
7.2	-8.0262E-11
7.3	-7.3456E-11
7.4	-6.8808E-11
7.5	-6.3836E-11
7.6	-5.8064E-11
7.7	-5.3318E-11
7.8	-4.6642E-11
7.9	-4.2666E-11
8	-3.8624E-11
8.1	-3.3176E-11
8.2	-2.8908E-11
8.3	-2.4138E-11
8.4	-2.0688E-11
8.5	-1.4812E-11
8.6	-1.0278E-11
8.7	-4.732E-12
8.8	-1.268E-12
8.9	2.272E-12
9	5.67E-12
9.1	9.712E-12
9.2	1.4618E-11
9.3	1.862E-11
9.4	2.2674E-11
9.5	2.5008E-11
9.6	2.9416E-11
9.7	3.2326E-11
9.8	3.5566E-11
9.9	3.874E-11
10	4.3726E-11
10.1	4.6692E-11
10.2	5.0628E-11
10.3	5.2832E-11
10.4	5.5066E-11
10.5	5.9688E-11
10.6	6.3988E-11
10.7	6.8086E-11
10.8	7.1042E-11
10.9	7.5382E-11
11	7.9506E-11
11.1	8.2678E-11
11.2	8.848E-11
11.3	9.0956E-11
11.4	9.5256E-11
11.5	9.816E-11
11.6	1.02504E-10
11.7	1.05752E-10
11.8	1.10306E-10
11.9	1.13808E-10
12	1.15978E-10
12.1	1.2032E-10
12.2	1.23772E-10
12.3	1.28312E-10
12.4	1.31126E-10
12.5	1.34912E-10
12.6	1.38816E-10
12.7	1.42006E-10
12.8	1.47452E-10
12.9	1.51116E-10
13	1.55368E-10
13.1	1.59268E-10
13.2	1.6413E-10
13.3	1.67472E-10
13.4	1.7051E-10
13.5	1.73792E-10
13.6	1.7762E-10
13.7	1.82026E-10
13.8	1.84202E-10
13.9	1.88504E-10
14	1.91422E-10
14.1	1.94552E-10
14.2	1.98376E-10
14.3	2.01552E-10
14.4	2.05148E-10
14.5	2.06738E-10
14.6	2.10814E-10
14.7	2.1493E-10
14.8	2.1712E-10
14.9	2.21792E-10
15	2.22772E-10
15.1	2.27418E-10
15.2	2.29786E-10
15.3	2.32734E-10
15.4	2.36306E-10
15.5	2.38582E-10
15.6	2.41552E-10
15.7	2.43462E-10
15.8	2.47166E-10
15.9	2.49962E-10
16	2.5419E-10
16.1	2.56764E-10
16.2	2.57832E-10
16.3	2.62246E-10
16.4	2.64346E-10
16.5	2.66478E-10
16.6	2.71066E-10
16.7	2.73814E-10
16.8	2.7541E-10
16.9	2.79266E-10
17	2.83322E-10
17.1	2.85556E-10
17.2	2.87152E-10
17.3	2.90956E-10
17.4	2.93762E-10
17.5	2.96702E-10
17.6	2.99168E-10
17.7	3.03824E-10
17.8	3.04422E-10
17.9	3.07558E-10
18	3.10946E-10
18.1	3.12286E-10
18.2	3.1534E-10
18.3	3.18144E-10
18.4	3.22204E-10
18.5	3.23494E-10
18.6	3.28346E-10
18.7	3.30848E-10
