BG_V	BG_I
0	-9.53854E-10
0.1	-8.7551E-10
0.2	-8.07482E-10
0.3	-7.51714E-10
0.4	-7.05256E-10
0.5	-6.65004E-10
0.6	-6.288E-10
0.7	-5.9716E-10
0.8	-5.68318E-10
0.9	-5.41132E-10
1	-5.18478E-10
1.1	-4.96104E-10
1.2	-4.77902E-10
1.3	-4.57934E-10
1.4	-4.41088E-10
1.5	-4.2417E-10
1.6	-4.09112E-10
1.7	-3.93986E-10
1.8	-3.81306E-10
1.9	-3.69234E-10
2	-3.5754E-10
2.1	-3.4473E-10
2.2	-3.33976E-10
2.3	-3.24196E-10
2.4	-3.15178E-10
2.5	-3.06116E-10
2.6	-2.98046E-10
2.7	-2.89076E-10
2.8	-2.79466E-10
2.9	-2.7272E-10
3	-2.64996E-10
3.1	-2.5699E-10
3.2	-2.49168E-10
3.3	-2.42156E-10
3.4	-2.364E-10
3.5	-2.2949E-10
3.6	-2.24026E-10
3.7	-2.1552E-10
3.8	-2.10344E-10
3.9	-2.0506E-10
4	-1.99094E-10
4.1	-1.94308E-10
4.2	-1.90674E-10
4.3	-1.84872E-10
4.4	-1.8047E-10
4.5	-1.7658E-10
4.6	-1.68672E-10
4.7	-1.65514E-10
4.8	-1.6033E-10
4.9	-1.55746E-10
5	-1.5204E-10
5.1	-1.47512E-10
5.2	-1.43304E-10
5.3	-1.39868E-10
5.4	-1.37428E-10
5.5	-1.33402E-10
5.6	-1.30678E-10
5.7	-1.25628E-10
5.8	-1.21844E-10
5.9	-1.17534E-10
6	-1.14662E-10
6.1	-1.10918E-10
6.2	-1.07498E-10
6.3	-1.01678E-10
6.4	-1.00218E-10
6.5	-9.6354E-11
6.6	-9.373E-11
6.7	-9.0818E-11
6.8	-8.7934E-11
6.9	-8.5598E-11
7	-8.291E-11
7.1	-7.9338E-11
7.2	-7.5576E-11
7.3	-7.3104E-11
7.4	-7.1364E-11
7.5	-6.724E-11
7.6	-6.438E-11
7.7	-6.1504E-11
7.8	-5.9506E-11
7.9	-5.6466E-11
8	-5.4122E-11
8.1	-5.1888E-11
8.2	-4.9814E-11
8.3	-4.676E-11
8.4	-4.4384E-11
8.5	-4.275E-11
8.6	-3.7978E-11
8.7	-3.5216E-11
8.8	-3.212E-11
8.9	-3.0158E-11
9	-2.7062E-11
9.1	-2.667E-11
9.2	-2.368E-11
9.3	-2.1514E-11
9.4	-2.0808E-11
9.5	-1.8122E-11
9.6	-1.6048E-11
9.7	-1.4764E-11
9.8	-1.2236E-11
9.9	-9.516E-12
10	-7.686E-12
10.1	-5.448E-12
10.2	-4.436E-12
10.3	-7.72E-13
10.4	2.78E-13
10.5	2.74E-12
10.6	5.71E-12
10.7	7.054E-12
10.8	9.622E-12
10.9	1.187E-11
11	1.4224E-11
11.1	1.5256E-11
11.2	1.8166E-11
11.3	1.8668E-11
11.4	2.1434E-11
11.5	2.2422E-11
11.6	2.4118E-11
11.7	2.5934E-11
11.8	2.7758E-11
11.9	3.0302E-11
12	3.323E-11
12.1	3.4738E-11
12.2	3.6068E-11
12.3	3.8722E-11
12.4	3.9436E-11
12.5	4.0444E-11
12.6	4.104E-11
12.7	4.4728E-11
12.8	4.5596E-11
12.9	4.9032E-11
13	4.983E-11
13.1	5.012E-11
13.2	5.1514E-11
13.3	5.478E-11
13.4	5.599E-11
13.5	5.8866E-11
13.6	6.0534E-11
13.7	6.2226E-11
13.8	6.4494E-11
13.9	6.5056E-11
14	6.5752E-11
14.1	6.9488E-11
14.2	6.9232E-11
14.3	6.926E-11
14.4	7.1798E-11
14.5	7.3648E-11
14.6	7.5182E-11
14.7	7.6262E-11
14.8	7.808E-11
14.9	8.0154E-11
15	8.1858E-11
15.1	8.4244E-11
15.2	8.4878E-11
15.3	8.8242E-11
15.4	8.8982E-11
15.5	9.0462E-11
15.6	9.2254E-11
15.7	9.392E-11
15.8	9.5974E-11
15.9	9.855E-11
16	9.907E-11
16.1	9.8414E-11
16.2	1.01288E-10
16.3	1.02786E-10
16.4	1.04138E-10
16.5	1.07138E-10
16.6	1.06878E-10
16.7	1.09118E-10
16.8	1.11106E-10
16.9	1.11916E-10
17	1.14638E-10
17.1	1.15626E-10
17.2	1.16256E-10
17.3	1.15632E-10
17.4	1.16312E-10
17.5	1.17486E-10
17.6	1.19352E-10
17.7	1.21088E-10
17.8	1.22648E-10
17.9	1.22876E-10
18	1.25018E-10
18.1	1.26686E-10
18.2	1.28288E-10
18.3	1.3094E-10
18.4	1.33278E-10
18.5	1.3316E-10
18.6	1.37618E-10
18.7	1.37066E-10
18.8	1.39112E-10
18.9	1.41444E-10
19	1.41836E-10
19.1	1.44518E-10
19.2	1.43378E-10
19.3	1.43694E-10
19.4	1.45278E-10
19.5	1.44942E-10
19.6	1.4708E-10
19.7	1.47214E-10
19.8	1.49534E-10
19.9	1.5157E-10
20	1.5333E-10
20.1	1.52544E-10
20.2	1.5605E-10
20.3	1.57446E-10
20.4	1.59924E-10
20.5	1.59686E-10
20.6	1.62962E-10
20.7	1.6175E-10
20.8	1.62448E-10
20.9	1.64776E-10
21	1.65812E-10
21.1	1.6777E-10
21.2	1.67944E-10
21.3	1.68942E-10
21.4	1.70104E-10
21.5	1.7147E-10
21.6	1.7298E-10
21.7	1.73612E-10
21.8	1.74938E-10
21.9	1.76594E-10
22	1.78434E-10
22.1	1.79826E-10
22.2	1.827E-10
22.3	1.82156E-10
22.4	1.82454E-10
22.5	1.8316E-10
22.6	1.85698E-10
22.7	1.86744E-10
22.8	1.8919E-10
22.9	1.88264E-10
23	1.9147E-10
23.1	1.9266E-10
23.2	1.93964E-10
23.3	1.95932E-10
23.4	1.96682E-10
23.5	1.98934E-10
23.6	2.01558E-10
23.7	2.02008E-10
23.8	2.02812E-10
23.9	2.04054E-10
24	2.0293E-10
24.1	2.03418E-10
24.2	2.05586E-10
24.3	2.04974E-10
24.4	2.06078E-10
24.5	2.0702E-10
24.6	2.08498E-10
24.7	2.08978E-10
24.8	2.10924E-10
24.9	2.12194E-10
25	2.13842E-10
25.1	2.15822E-10
25.2	2.16084E-10
25.3	2.20532E-10
25.4	2.22938E-10
25.5	2.21794E-10
25.6	2.23422E-10
25.7	2.24322E-10
25.8	2.25868E-10
25.9	2.2521E-10
26	2.28744E-10
26.1	2.2911E-10
26.2	2.28428E-10
26.3	2.30288E-10
26.4	2.31244E-10
26.5	2.32292E-10
26.6	2.34624E-10
26.7	2.35266E-10
26.8	2.36692E-10
26.9	2.38192E-10
27	2.40354E-10
27.1	2.40134E-10
27.2	2.41448E-10
27.3	2.40494E-10
27.4	2.42186E-10
27.5	2.43732E-10
27.6	2.44292E-10
27.7	2.45996E-10
27.8	2.46272E-10
27.9	2.47466E-10
28	2.5084E-10
28.1	2.53E-10
28.2	2.53544E-10
28.3	2.54436E-10
28.4	2.5783E-10
28.5	2.55722E-10
28.6	2.57862E-10
28.7	2.56914E-10
28.8	2.56302E-10
28.9	2.60126E-10
29	2.60808E-10
29.1	2.62818E-10
29.2	2.62688E-10
29.3	2.62938E-10
29.4	2.62386E-10
29.5	2.64258E-10
29.6	2.65996E-10
29.7	2.67442E-10
29.8	2.68862E-10
29.9	2.70368E-10
30	2.73392E-10
30.1	2.7486E-10
30.2	2.7612E-10
30.3	2.77574E-10
30.4	2.77056E-10
30.5	2.80022E-10
30.6	2.83308E-10
30.7	2.81296E-10
30.8	2.81788E-10
30.9	2.82276E-10
31	2.83436E-10
31.1	2.83858E-10
31.2	2.84846E-10
31.3	2.89046E-10
31.4	2.88742E-10
31.5	2.90748E-10
31.6	2.91316E-10
31.7	2.9058E-10
31.8	2.92238E-10
31.9	2.937E-10
32	2.93406E-10
32.1	2.95346E-10
32.2	2.95996E-10
32.3	2.94038E-10
32.4	2.97512E-10
32.5	2.9664E-10
32.6	2.98378E-10
32.7	3.02756E-10
32.8	3.03308E-10
32.9	3.06122E-10
33	3.0628E-10
33.1	3.06336E-10
33.2	3.10286E-10
33.3	3.10374E-10
33.4	3.1016E-10
33.5	3.0872E-10
33.6	3.1088E-10
33.7	3.11552E-10
33.8	3.12204E-10
33.9	3.14398E-10
34	3.15654E-10
34.1	3.16084E-10
34.2	3.17848E-10
34.3	3.20076E-10
34.4	3.2275E-10
34.5	3.23828E-10
34.6	3.22464E-10
34.7	3.22848E-10
34.8	3.25436E-10
34.9	3.2607E-10
35	3.2831E-10
35.1	3.26658E-10
35.2	3.27476E-10
35.3	3.294E-10
35.4	3.29938E-10
35.5	3.31404E-10
35.6	3.31668E-10
35.7	3.34022E-10
35.8	3.36198E-10
35.9	3.35952E-10
36	3.38982E-10
36.1	3.38332E-10
36.2	3.40522E-10
36.3	3.40164E-10
36.4	3.4101E-10
36.5	3.42188E-10
36.6	3.42472E-10
36.7	3.4005E-10
36.8	3.4193E-10
36.9	3.41826E-10
37	3.43064E-10
37.1	3.4565E-10
37.2	3.45996E-10
37.3	3.48466E-10
37.4	3.50076E-10
37.5	3.51828E-10
37.6	3.54228E-10
37.7	3.54558E-10
37.8	3.59128E-10
37.9	3.59896E-10
38	3.59688E-10
38.1	3.62256E-10
38.2	3.63268E-10
38.3	3.64312E-10
38.4	3.6331E-10
38.5	3.65818E-10
38.6	3.634E-10
38.7	3.63708E-10
38.8	3.64622E-10
38.9	3.68274E-10
39	3.6881E-10
