BG_V	BG_I
0	-1.2754E-11
0.1	-8.636E-12
0.2	-2.932E-12
0.3	-2.484E-12
0.4	1.106E-12
0.5	3.386E-12
0.6	3.796E-12
0.7	5.296E-12
0.8	9.888E-12
0.9	9.542E-12
1	9.33E-12
1.1	1.2402E-11
1.2	1.2924E-11
1.3	1.423E-11
1.4	1.6328E-11
1.5	1.6802E-11
1.6	1.8792E-11
1.7	1.9916E-11
1.8	2.0144E-11
1.9	2.2418E-11
2	2.3616E-11
2.1	2.4076E-11
2.2	2.6436E-11
2.3	2.7476E-11
2.4	2.8218E-11
2.5	2.903E-11
2.6	3.0772E-11
2.7	3.1464E-11
2.8	3.3488E-11
2.9	3.3594E-11
3	3.5254E-11
3.1	3.536E-11
3.2	3.769E-11
3.3	3.756E-11
3.4	3.9714E-11
3.5	3.946E-11
3.6	4.1722E-11
3.7	4.2248E-11
3.8	4.3244E-11
3.9	4.4696E-11
4	4.6016E-11
4.1	4.6192E-11
4.2	4.9046E-11
4.3	4.9568E-11
4.4	5.048E-11
4.5	5.1524E-11
4.6	5.2346E-11
4.7	5.3836E-11
4.8	5.416E-11
4.9	5.5392E-11
5	5.6374E-11
5.1	5.8266E-11
5.2	5.8024E-11
5.3	5.924E-11
5.4	6.0424E-11
5.5	6.2496E-11
5.6	6.411E-11
5.7	6.4504E-11
5.8	6.6084E-11
5.9	6.779E-11
6	6.7194E-11
6.1	6.846E-11
6.2	6.9614E-11
6.3	7.1886E-11
6.4	7.3312E-11
6.5	7.325E-11
6.6	7.4612E-11
6.7	7.5246E-11
6.8	7.6696E-11
6.9	7.6794E-11
7	7.8142E-11
7.1	7.9996E-11
7.2	8.0688E-11
7.3	8.1422E-11
7.4	8.2796E-11
7.5	8.4382E-11
7.6	8.4102E-11
7.7	8.5122E-11
7.8	8.6028E-11
7.9	8.7636E-11
8	8.7626E-11
8.1	8.8288E-11
8.2	8.9836E-11
8.3	9.2744E-11
8.4	9.3284E-11
8.5	9.409E-11
8.6	9.6248E-11
8.7	9.6762E-11
8.8	9.7512E-11
8.9	9.976E-11
9	1.01114E-10
9.1	1.01564E-10
9.2	1.02748E-10
9.3	1.0311E-10
9.4	1.0456E-10
9.5	1.05022E-10
9.6	1.0709E-10
9.7	1.05662E-10
9.8	1.08396E-10
9.9	1.08242E-10
10	1.10752E-10
10.1	1.11534E-10
10.2	1.10598E-10
10.3	1.12548E-10
10.4	1.13432E-10
10.5	1.15244E-10
10.6	1.15674E-10
10.7	1.16118E-10
10.8	1.18486E-10
10.9	1.18848E-10
11	1.19124E-10
11.1	1.19722E-10
11.2	1.21888E-10
11.3	1.23792E-10
11.4	1.24528E-10
11.5	1.25556E-10
11.6	1.2621E-10
11.7	1.2558E-10
11.8	1.27764E-10
11.9	1.29098E-10
12	1.31222E-10
12.1	1.32688E-10
12.2	1.32364E-10
12.3	1.34494E-10
12.4	1.37232E-10
12.5	1.39362E-10
12.6	1.39842E-10
12.7	1.42358E-10
12.8	1.42302E-10
12.9	1.43402E-10
13	1.43666E-10
13.1	1.45612E-10
13.2	1.4594E-10
13.3	1.45834E-10
13.4	1.46424E-10
13.5	1.4578E-10
13.6	1.48238E-10
13.7	1.49784E-10
13.8	1.502E-10
13.9	1.51118E-10
14	1.52428E-10
14.1	1.5199E-10
14.2	1.5374E-10
14.3	1.5437E-10
14.4	1.54344E-10
14.5	1.55644E-10
14.6	1.56528E-10
14.7	1.57864E-10
14.8	1.57764E-10
14.9	1.59588E-10
15	1.60608E-10
15.1	1.63598E-10
15.2	1.63848E-10
15.3	1.63538E-10
15.4	1.65854E-10
15.5	1.69654E-10
15.6	1.68066E-10
15.7	1.68924E-10
15.8	1.70208E-10
15.9	1.7049E-10
16	1.71488E-10
16.1	1.73544E-10
16.2	1.72728E-10
16.3	1.75346E-10
16.4	1.76402E-10
16.5	1.77196E-10
16.6	1.78214E-10
16.7	1.80756E-10
16.8	1.81068E-10
16.9	1.81904E-10
17	1.8279E-10
17.1	1.85078E-10
17.2	1.8359E-10
17.3	1.85494E-10
17.4	1.8651E-10
17.5	1.8905E-10
17.6	1.90726E-10
17.7	1.91186E-10
17.8	1.92484E-10
17.9	1.9213E-10
18	1.94298E-10
18.1	1.93872E-10
18.2	1.97018E-10
18.3	1.97692E-10
18.4	1.9829E-10
18.5	1.99364E-10
18.6	1.99978E-10
18.7	1.99646E-10
18.8	2.01094E-10
18.9	2.02088E-10
19	2.01574E-10
19.1	2.03426E-10
19.2	2.05294E-10
19.3	2.0754E-10
19.4	2.07014E-10
19.5	2.0821E-10
19.6	2.0842E-10
19.7	2.10658E-10
19.8	2.11682E-10
19.9	2.119E-10
20	2.13446E-10
20.1	2.14148E-10
20.2	2.12054E-10
20.3	2.13822E-10
20.4	2.1514E-10
20.5	2.14454E-10
20.6	2.1545E-10
20.7	2.15698E-10
20.8	2.18654E-10
20.9	2.19348E-10
21	2.20864E-10
21.1	2.2051E-10
21.2	2.23968E-10
21.3	2.2377E-10
21.4	2.25184E-10
21.5	2.24348E-10
21.6	2.24858E-10
21.7	2.27168E-10
21.8	2.26788E-10
