BG_V	BG_I
0	-1.6968E-09
0.1	-1.59612E-09
0.2	-1.5005E-09
0.3	-1.42124E-09
0.4	-1.34664E-09
0.5	-1.28248E-09
0.6	-1.22016E-09
0.7	-1.16436E-09
0.8	-1.1149E-09
0.9	-1.06704E-09
1	-1.0217E-09
1.1	-9.78114E-10
1.2	-9.32704E-10
1.3	-8.9242E-10
1.4	-8.5322E-10
1.5	-8.20452E-10
1.6	-7.91462E-10
1.7	-7.58238E-10
1.8	-7.28918E-10
1.9	-7.01002E-10
2	-6.74208E-10
2.1	-6.4878E-10
2.2	-6.2721E-10
2.3	-5.99582E-10
2.4	-5.8072E-10
2.5	-5.58978E-10
2.6	-5.38976E-10
2.7	-5.18894E-10
2.8	-5.0064E-10
2.9	-4.81458E-10
3	-4.64008E-10
3.1	-4.4866E-10
3.2	-4.3154E-10
3.3	-4.15048E-10
3.4	-4.02632E-10
3.5	-3.90538E-10
3.6	-3.73308E-10
3.7	-3.61072E-10
3.8	-3.49726E-10
3.9	-3.3639E-10
4	-3.24844E-10
4.1	-3.14432E-10
4.2	-3.03522E-10
4.3	-2.92658E-10
4.4	-2.82924E-10
4.5	-2.7206E-10
4.6	-2.63156E-10
4.7	-2.53468E-10
4.8	-2.44232E-10
4.9	-2.36326E-10
5	-2.3003E-10
5.1	-2.24172E-10
5.2	-2.16766E-10
5.3	-2.07742E-10
5.4	-2.00524E-10
5.5	-1.921E-10
5.6	-1.84398E-10
5.7	-1.7649E-10
5.8	-1.66612E-10
5.9	-1.6039E-10
6	-1.53738E-10
6.1	-1.46418E-10
6.2	-1.40958E-10
6.3	-1.36558E-10
6.4	-1.30356E-10
6.5	-1.23284E-10
6.6	-1.19034E-10
6.7	-1.1186E-10
6.8	-1.06396E-10
6.9	-1.0054E-10
7	-9.5536E-11
7.1	-9.0608E-11
7.2	-8.459E-11
7.3	-7.9974E-11
7.4	-7.4274E-11
7.5	-6.8022E-11
7.6	-6.4742E-11
7.7	-5.7766E-11
7.8	-5.2054E-11
7.9	-4.7718E-11
8	-4.336E-11
8.1	-3.7938E-11
8.2	-3.3536E-11
8.3	-2.9208E-11
8.4	-2.4104E-11
8.5	-1.7886E-11
8.6	-1.3618E-11
8.7	-9.094E-12
8.8	-4.476E-12
8.9	-1.868E-12
9	1.852E-12
9.1	6.378E-12
9.2	1.0474E-11
9.3	1.6494E-11
9.4	1.9876E-11
9.5	2.4282E-11
9.6	2.654E-11
9.7	3.261E-11
9.8	3.5002E-11
9.9	3.9872E-11
10	4.2388E-11
10.1	4.6178E-11
10.2	5.1022E-11
10.3	5.3522E-11
10.4	5.722E-11
10.5	5.9304E-11
10.6	6.208E-11
10.7	6.692E-11
10.8	7.0912E-11
10.9	7.4364E-11
11	7.8524E-11
11.1	8.1454E-11
11.2	8.6588E-11
11.3	9.0338E-11
11.4	9.463E-11
11.5	9.9304E-11
11.6	1.02996E-10
11.7	1.06394E-10
11.8	1.09038E-10
11.9	1.13894E-10
12	1.19056E-10
12.1	1.22986E-10
12.2	1.26498E-10
12.3	1.28422E-10
12.4	1.33396E-10
12.5	1.37318E-10
12.6	1.4133E-10
12.7	1.44284E-10
12.8	1.4794E-10
12.9	1.49988E-10
13	1.5491E-10
13.1	1.58104E-10
13.2	1.63664E-10
13.3	1.65362E-10
13.4	1.69736E-10
13.5	1.71854E-10
13.6	1.75812E-10
13.7	1.79892E-10
13.8	1.81946E-10
13.9	1.85154E-10
14	1.90014E-10
14.1	1.93168E-10
14.2	1.9525E-10
14.3	1.99162E-10
14.4	2.03612E-10
14.5	2.06464E-10
14.6	2.0992E-10
14.7	2.11864E-10
14.8	2.15118E-10
14.9	2.19146E-10
15	2.20902E-10
15.1	2.24226E-10
15.2	2.27524E-10
15.3	2.30384E-10
15.4	2.32944E-10
15.5	2.37352E-10
15.6	2.39746E-10
15.7	2.43462E-10
15.8	2.47134E-10
15.9	2.47854E-10
16	2.51014E-10
16.1	2.55078E-10
16.2	2.57642E-10
16.3	2.60134E-10
16.4	2.62302E-10
16.5	2.66452E-10
16.6	2.68426E-10
16.7	2.71786E-10
16.8	2.7511E-10
16.9	2.77744E-10
17	2.80854E-10
17.1	2.84102E-10
17.2	2.86012E-10
17.3	2.88744E-10
17.4	2.91524E-10
17.5	2.95906E-10
17.6	2.97636E-10
17.7	3.01008E-10
17.8	3.0285E-10
17.9	3.06976E-10
18	3.08612E-10
18.1	3.12034E-10
18.2	3.14712E-10
18.3	3.16924E-10
18.4	3.20784E-10
18.5	3.2361E-10
18.6	3.26404E-10
18.7	3.29488E-10
18.8	3.3155E-10
18.9	3.3345E-10
19	3.35988E-10
19.1	3.39896E-10
19.2	3.42466E-10
19.3	3.43922E-10
19.4	3.46536E-10
19.5	3.50144E-10
19.6	3.52838E-10
19.7	3.55686E-10
19.8	3.57858E-10
19.9	3.61762E-10
20	3.64486E-10
20.1	3.6793E-10
20.2	3.69632E-10
20.3	3.72358E-10
20.4	3.75418E-10
20.5	3.7806E-10
20.6	3.82322E-10
20.7	3.82886E-10
20.8	3.86136E-10
20.9	3.87312E-10
21	3.91188E-10
21.1	3.93276E-10
21.2	3.9611E-10
21.3	3.98526E-10
21.4	4.02102E-10
21.5	4.04792E-10
21.6	4.06512E-10
21.7	4.09144E-10
21.8	4.12852E-10
21.9	4.14696E-10
22	4.1772E-10
22.1	4.20002E-10
22.2	4.23146E-10
22.3	4.24566E-10
22.4	4.28848E-10
22.5	4.29802E-10
22.6	4.3402E-10
22.7	4.3562E-10
22.8	4.37758E-10
22.9	4.41108E-10
23	4.44748E-10
23.1	4.46904E-10
23.2	4.48964E-10
23.3	4.50268E-10
23.4	4.54058E-10
23.5	4.5645E-10
23.6	4.60132E-10
23.7	4.61672E-10
23.8	4.6514E-10
23.9	4.67682E-10
24	4.70182E-10
24.1	4.728E-10
24.2	4.75948E-10
24.3	4.77882E-10
24.4	4.80102E-10
24.5	4.84738E-10
24.6	4.86686E-10
24.7	4.89306E-10
24.8	4.9191E-10
24.9	4.9386E-10
25	4.971E-10
25.1	5.00766E-10
25.2	5.02392E-10
25.3	5.04926E-10
25.4	5.0751E-10
25.5	5.11514E-10
25.6	5.12716E-10
25.7	5.15914E-10
25.8	5.17406E-10
25.9	5.20738E-10
26	5.22984E-10
26.1	5.25958E-10
26.2	5.26918E-10
26.3	5.2839E-10
26.4	5.3359E-10
26.5	5.34806E-10
26.6	5.37708E-10
26.7	5.39658E-10
26.8	5.42856E-10
26.9	5.45564E-10
27	5.47094E-10
27.1	5.48892E-10
