BG_V	BG_I
0	-1.1069E-09
0.1	-1.0409E-09
0.2	-9.69446E-10
0.3	-9.06508E-10
0.4	-8.528E-10
0.5	-8.04038E-10
0.6	-7.60018E-10
0.7	-7.2251E-10
0.8	-6.87794E-10
0.9	-6.55678E-10
1	-6.28616E-10
1.1	-6.0108E-10
1.2	-5.76182E-10
1.3	-5.53208E-10
1.4	-5.32894E-10
1.5	-5.13786E-10
1.6	-4.95706E-10
1.7	-4.7694E-10
1.8	-4.59128E-10
1.9	-4.43374E-10
2	-4.2726E-10
2.1	-4.1135E-10
2.2	-3.97516E-10
2.3	-3.83952E-10
2.4	-3.70804E-10
2.5	-3.5994E-10
2.6	-3.47808E-10
2.7	-3.37148E-10
2.8	-3.25736E-10
2.9	-3.16478E-10
3	-3.07186E-10
3.1	-2.9677E-10
3.2	-2.88556E-10
3.3	-2.7942E-10
3.4	-2.7019E-10
3.5	-2.62994E-10
3.6	-2.54462E-10
3.7	-2.46268E-10
3.8	-2.3808E-10
3.9	-2.29864E-10
4	-2.24586E-10
4.1	-2.18102E-10
4.2	-2.10816E-10
4.3	-2.04394E-10
4.4	-1.98712E-10
4.5	-1.91858E-10
4.6	-1.87238E-10
4.7	-1.79768E-10
4.8	-1.76218E-10
4.9	-1.6941E-10
5	-1.63122E-10
5.1	-1.58278E-10
5.2	-1.51854E-10
5.3	-1.47422E-10
5.4	-1.4193E-10
5.5	-1.34568E-10
5.6	-1.30748E-10
5.7	-1.26556E-10
5.8	-1.22314E-10
5.9	-1.1641E-10
6	-1.13466E-10
6.1	-1.08734E-10
6.2	-1.0469E-10
6.3	-9.9672E-11
6.4	-9.6158E-11
6.5	-9.1806E-11
6.6	-8.7792E-11
6.7	-8.3118E-11
6.8	-7.8956E-11
6.9	-7.6162E-11
7	-7.2502E-11
7.1	-6.781E-11
7.2	-6.4312E-11
7.3	-6.0366E-11
7.4	-5.6284E-11
7.5	-5.293E-11
7.6	-5.027E-11
7.7	-4.5674E-11
7.8	-4.4006E-11
7.9	-3.957E-11
8	-3.668E-11
8.1	-3.2918E-11
8.2	-3.102E-11
8.3	-2.7004E-11
8.4	-2.419E-11
8.5	-2.097E-11
8.6	-1.7952E-11
8.7	-1.4118E-11
8.8	-1.1284E-11
8.9	-9.004E-12
9	-5.144E-12
9.1	-2.196E-12
9.2	7.08E-13
9.3	3.278E-12
9.4	6.196E-12
9.5	9.336E-12
9.6	1.111E-11
9.7	1.499E-11
9.8	1.6922E-11
9.9	1.9976E-11
10	2.336E-11
10.1	2.7056E-11
10.2	2.8976E-11
10.3	3.1758E-11
10.4	3.5188E-11
10.5	3.7448E-11
10.6	4.1142E-11
10.7	4.3778E-11
10.8	4.5596E-11
10.9	4.7978E-11
11	5.0776E-11
11.1	5.2562E-11
11.2	5.4742E-11
11.3	5.7498E-11
11.4	5.9836E-11
11.5	6.1368E-11
11.6	6.2912E-11
11.7	6.6076E-11
11.8	6.9078E-11
11.9	6.9926E-11
12	7.3052E-11
12.1	7.6062E-11
12.2	7.8618E-11
12.3	8.26E-11
12.4	8.3162E-11
12.5	8.5798E-11
12.6	8.9636E-11
12.7	9.1826E-11
12.8	9.3664E-11
12.9	9.7462E-11
13	9.7194E-11
13.1	9.8832E-11
13.2	1.01672E-10
13.3	1.03678E-10
13.4	1.0592E-10
13.5	1.07732E-10
13.6	1.09868E-10
13.7	1.11874E-10
13.8	1.14034E-10
13.9	1.1842E-10
14	1.19318E-10
14.1	1.20338E-10
14.2	1.2295E-10
14.3	1.24674E-10
14.4	1.25618E-10
14.5	1.28646E-10
14.6	1.31658E-10
14.7	1.3079E-10
14.8	1.3341E-10
14.9	1.3575E-10
15	1.37894E-10
15.1	1.40228E-10
15.2	1.4249E-10
15.3	1.4603E-10
15.4	1.45834E-10
15.5	1.49116E-10
15.6	1.48422E-10
15.7	1.53618E-10
15.8	1.54438E-10
15.9	1.556E-10
16	1.56252E-10
16.1	1.59702E-10
16.2	1.60652E-10
16.3	1.62606E-10
16.4	1.62196E-10
16.5	1.66326E-10
16.6	1.65462E-10
16.7	1.693E-10
16.8	1.72426E-10
16.9	1.73558E-10
17	1.75212E-10
17.1	1.7808E-10
17.2	1.80196E-10
17.3	1.82408E-10
17.4	1.83856E-10
17.5	1.8618E-10
17.6	1.87842E-10
17.7	1.89444E-10
17.8	1.9254E-10
17.9	1.92342E-10
18	1.96294E-10
18.1	1.96964E-10
18.2	1.99046E-10
18.3	1.99906E-10
18.4	2.01852E-10
18.5	2.04972E-10
18.6	2.04778E-10
18.7	2.06844E-10
18.8	2.0922E-10
18.9	2.11316E-10
19	2.12218E-10
19.1	2.1411E-10
19.2	2.14994E-10
19.3	2.19692E-10
19.4	2.19016E-10
19.5	2.20434E-10
19.6	2.22912E-10
19.7	2.2311E-10
19.8	2.24776E-10
19.9	2.28938E-10
20	2.29856E-10
20.1	2.31848E-10
20.2	2.3433E-10
20.3	2.3685E-10
20.4	2.37578E-10
20.5	2.3907E-10
20.6	2.41762E-10
20.7	2.4373E-10
20.8	2.45632E-10
20.9	2.4583E-10
21	2.48272E-10
21.1	2.48832E-10
21.2	2.52036E-10
21.3	2.5261E-10
21.4	2.53776E-10
21.5	2.55704E-10
21.6	2.5636E-10
21.7	2.60078E-10
21.8	2.61222E-10
21.9	2.6305E-10
22	2.65376E-10
22.1	2.68116E-10
22.2	2.6934E-10
22.3	2.7113E-10
22.4	2.7359E-10
22.5	2.74608E-10
22.6	2.7682E-10
22.7	2.77848E-10
22.8	2.78098E-10
22.9	2.81168E-10
23	2.80848E-10
23.1	2.83734E-10
23.2	2.83756E-10
23.3	2.84926E-10
23.4	2.87126E-10
23.5	2.87602E-10
23.6	2.89084E-10
23.7	2.90938E-10
23.8	2.94032E-10
23.9	2.95406E-10
24	2.97468E-10
24.1	2.98144E-10
24.2	3.0092E-10
24.3	3.04384E-10
24.4	3.04628E-10
24.5	3.06942E-10
24.6	3.07222E-10
24.7	3.08076E-10
24.8	3.09972E-10
24.9	3.11698E-10
25	3.14392E-10
25.1	3.14244E-10
25.2	3.1576E-10
25.3	3.17078E-10
25.4	3.20456E-10
25.5	3.2075E-10
25.6	3.23692E-10
25.7	3.25442E-10
25.8	3.26664E-10
25.9	3.28158E-10
26	3.25666E-10
26.1	3.2922E-10
26.2	3.31654E-10
26.3	3.32254E-10
26.4	3.32412E-10
26.5	3.32614E-10
26.6	3.33244E-10
26.7	3.35316E-10
26.8	3.35188E-10
26.9	3.37722E-10
27	3.39808E-10
27.1	3.41712E-10
27.2	3.4416E-10
27.3	3.48054E-10
27.4	3.51442E-10
27.5	3.49762E-10
27.6	3.52388E-10
27.7	3.53244E-10
27.8	3.56884E-10
27.9	3.58108E-10
28	3.58164E-10
28.1	3.5852E-10
28.2	3.59454E-10
28.3	3.60848E-10
28.4	3.62442E-10
28.5	3.64988E-10
28.6	3.65456E-10
28.7	3.69196E-10
28.8	3.69674E-10
28.9	3.69924E-10
29	3.721E-10
29.1	3.7494E-10
29.2	3.7506E-10
29.3	3.78452E-10
29.4	3.76876E-10
29.5	3.78592E-10
29.6	3.78284E-10
29.7	3.81074E-10
29.8	3.8023E-10
29.9	3.82228E-10
30	3.84068E-10
30.1	3.85934E-10
30.2	3.8725E-10
30.3	3.88974E-10
30.4	3.89844E-10
30.5	3.93448E-10
30.6	3.94456E-10
30.7	3.97354E-10
30.8	3.97926E-10
30.9	3.97832E-10
31	3.98908E-10
31.1	4.0106E-10
31.2	4.01546E-10
31.3	4.02866E-10
31.4	4.043E-10
31.5	4.04222E-10
31.6	4.06446E-10
31.7	4.07232E-10
31.8	4.09826E-10
31.9	4.09668E-10
32	4.12846E-10
32.1	4.13556E-10
32.2	4.16856E-10
32.3	4.18576E-10
32.4	4.20642E-10
32.5	4.23064E-10
32.6	4.2337E-10
32.7	4.24598E-10
32.8	4.2705E-10
32.9	4.26746E-10
33	4.27468E-10
33.1	4.2793E-10
33.2	4.28722E-10
33.3	4.28462E-10
33.4	4.2956E-10
33.5	4.31304E-10
33.6	4.30654E-10
33.7	4.3299E-10
33.8	4.35146E-10
33.9	4.36198E-10
34	4.38616E-10
34.1	4.39316E-10
34.2	4.41474E-10
34.3	4.42062E-10
34.4	4.44518E-10
34.5	4.45284E-10
34.6	4.45594E-10
34.7	4.48654E-10
34.8	4.48484E-10
34.9	4.50092E-10
35	4.51128E-10
35.1	4.55516E-10
35.2	4.55698E-10
35.3	4.58492E-10
35.4	4.58768E-10
35.5	4.61306E-10
35.6	4.6282E-10
35.7	4.6498E-10
35.8	4.65106E-10
35.9	4.6921E-10
36	4.68106E-10
36.1	4.71278E-10
36.2	4.71944E-10
36.3	4.73356E-10
36.4	4.72728E-10
36.5	4.7458E-10
36.6	4.75716E-10
36.7	4.77986E-10
36.8	4.77876E-10
36.9	4.7894E-10
37	4.82862E-10
37.1	4.85638E-10
37.2	4.8548E-10
37.3	4.9007E-10
37.4	4.90708E-10
37.5	4.9234E-10
37.6	4.94632E-10
37.7	4.96312E-10
37.8	4.96866E-10
37.9	4.97244E-10
38	4.98314E-10
38.1	4.97194E-10
38.2	4.99892E-10
38.3	5.01918E-10
38.4	5.00802E-10
38.5	5.03588E-10
38.6	5.02296E-10
38.7	5.05168E-10
38.8	5.05514E-10
38.9	5.07242E-10
39	5.10618E-10
39.1	5.13426E-10
39.2	5.16172E-10
39.3	5.15928E-10
39.4	5.194E-10
39.5	5.21628E-10
39.6	5.20438E-10
39.7	5.21804E-10
39.8	5.2458E-10
39.9	5.2458E-10
40	5.25812E-10
40.1	5.27832E-10
40.2	5.29846E-10
40.3	5.3226E-10
40.4	5.35168E-10
40.5	5.34108E-10
40.6	5.37744E-10
40.7	5.35534E-10
40.8	5.36102E-10
40.9	5.37718E-10
41	5.38834E-10
41.1	5.39548E-10
41.2	5.41582E-10
41.3	5.42636E-10
41.4	5.44512E-10
41.5	5.4661E-10
41.6	5.49284E-10
41.7	5.52382E-10
41.8	5.5095E-10
41.9	5.54582E-10
42	5.5616E-10
42.1	5.57024E-10
42.2	5.56204E-10
42.3	5.5762E-10
42.4	5.5672E-10
42.5	5.55564E-10
42.6	5.56428E-10
42.7	5.5955E-10
42.8	5.61632E-10
42.9	5.62804E-10
43	5.65352E-10
43.1	5.68602E-10
43.2	5.69708E-10
43.3	5.70934E-10
43.4	5.7065E-10
43.5	5.7444E-10
43.6	5.7332E-10
43.7	5.73594E-10
43.8	5.74242E-10
43.9	5.77978E-10
44	5.79024E-10
44.1	5.81684E-10
44.2	5.83394E-10
44.3	5.84678E-10
44.4	5.89918E-10
44.5	5.87728E-10
44.6	5.91058E-10
44.7	5.92476E-10
44.8	5.92736E-10
44.9	5.9515E-10
45	5.96814E-10
45.1	5.9662E-10
45.2	5.95532E-10
45.3	5.96542E-10
45.4	5.9814E-10
45.5	5.98018E-10
45.6	5.97926E-10
45.7	6.01318E-10
45.8	6.01572E-10
45.9	6.03516E-10
46	6.05738E-10
46.1	6.07704E-10
46.2	6.10536E-10
46.3	6.1337E-10
46.4	6.1442E-10
46.5	6.1654E-10
46.6	6.15688E-10
46.7	6.18454E-10
46.8	6.20058E-10
46.9	6.22634E-10
47	6.22378E-10
47.1	6.2185E-10
47.2	6.227E-10
47.3	6.24438E-10
47.4	6.24954E-10
47.5	6.27064E-10
47.6	6.29964E-10
47.7	6.3034E-10
47.8	6.33126E-10
47.9	6.3592E-10
48	6.37926E-10
48.1	6.39294E-10
48.2	6.4218E-10
48.3	6.40252E-10
48.4	6.42234E-10
48.5	6.45688E-10
48.6	6.43472E-10
48.7	6.44126E-10
48.8	6.46284E-10
48.9	6.50854E-10
49	6.50736E-10
49.1	6.53384E-10
49.2	6.56628E-10
49.3	6.56792E-10
49.4	6.58982E-10
49.5	6.58112E-10
49.6	6.59062E-10
49.7	6.56864E-10
49.8	6.5886E-10
49.9	6.56108E-10
50	6.5714E-10
50.1	6.582E-10
50.2	6.58324E-10
50.3	6.63936E-10
50.4	6.6593E-10
50.5	6.66196E-10
50.6	6.6944E-10
50.7	6.71126E-10
50.8	6.70744E-10
50.9	6.73052E-10
51	6.72338E-10
51.1	6.74614E-10
51.2	6.74732E-10
51.3	6.7717E-10
51.4	6.756E-10
51.5	6.79588E-10
51.6	6.8268E-10
51.7	6.83766E-10
51.8	6.83086E-10
51.9	6.85706E-10
52	6.86728E-10
52.1	6.87898E-10
52.2	6.89122E-10
52.3	6.9085E-10
52.4	6.93296E-10
52.5	6.91334E-10
52.6	6.94574E-10
52.7	6.9614E-10
52.8	6.97348E-10
52.9	6.98606E-10
53	6.99448E-10
53.1	7.01086E-10
53.2	7.03296E-10
53.3	7.0306E-10
53.4	7.07482E-10
53.5	7.10296E-10
53.6	7.1022E-10
53.7	7.13066E-10
53.8	7.13856E-10
53.9	7.15564E-10
54	7.19254E-10
54.1	7.1809E-10
54.2	7.20156E-10
54.3	7.2051E-10
54.4	7.20316E-10
54.5	7.21174E-10
54.6	7.22624E-10
54.7	7.21812E-10
54.8	7.22796E-10
54.9	7.23422E-10
55	7.23412E-10
55.1	7.22324E-10
55.2	7.22558E-10
55.3	7.26008E-10
55.4	7.26428E-10
55.5	7.32472E-10
55.6	7.33418E-10
55.7	7.3617E-10
55.8	7.40462E-10
55.9	7.41338E-10
56	7.45752E-10
56.1	7.44278E-10
56.2	7.43152E-10
56.3	7.47612E-10
56.4	7.45402E-10
56.5	7.49364E-10
56.6	7.47882E-10
56.7	7.4801E-10
56.8	7.49268E-10
56.9	7.48276E-10
57	7.5086E-10
57.1	7.52046E-10
57.2	7.53748E-10
57.3	7.54908E-10
57.4	7.5659E-10
57.5	7.60268E-10
57.6	7.60852E-10
57.7	7.62758E-10
57.8	7.64312E-10
57.9	7.66994E-10
58	7.62042E-10
58.1	7.63222E-10
58.2	7.64524E-10
58.3	7.66354E-10
58.4	7.68102E-10
58.5	7.65376E-10
58.6	7.715E-10
58.7	7.72696E-10
58.8	7.75864E-10
58.9	7.76776E-10
59	7.74516E-10
59.1	7.79194E-10
59.2	7.817E-10
59.3	7.84558E-10
59.4	7.8446E-10
59.5	7.8459E-10
59.6	7.85604E-10
59.7	7.84166E-10
59.8	7.85668E-10
59.9	7.86434E-10
60	7.87928E-10
60.1	7.89356E-10
60.2	7.89678E-10
60.3	7.9156E-10
60.4	7.9059E-10
60.5	7.97354E-10
60.6	8.00266E-10
60.7	8.02412E-10
60.8	8.05448E-10
60.9	8.05864E-10
61	8.09472E-10
61.1	8.0919E-10
61.2	8.11658E-10
61.3	8.1106E-10
61.4	8.1328E-10
61.5	8.13534E-10
61.6	8.12704E-10
61.7	8.14848E-10
61.8	8.14318E-10
61.9	8.15556E-10
62	8.17558E-10
62.1	8.21682E-10
62.2	8.18774E-10
62.3	8.20932E-10
62.4	8.22398E-10
62.5	8.24602E-10
62.6	8.26358E-10
62.7	8.27624E-10
62.8	8.27552E-10
62.9	8.30084E-10
63	8.27846E-10
63.1	8.29486E-10
63.2	8.29734E-10
63.3	8.32934E-10
63.4	8.34478E-10
63.5	8.33368E-10
63.6	8.3448E-10
63.7	8.34356E-10
63.8	8.34606E-10
63.9	8.38648E-10
64	8.37404E-10
64.1	8.38204E-10
64.2	8.40242E-10
64.3	8.43E-10
64.4	8.48398E-10
64.5	8.48182E-10
64.6	8.53062E-10
64.7	8.51586E-10
64.8	8.49236E-10
64.9	8.50578E-10
65	8.53232E-10
65.1	8.5095E-10
65.2	8.55366E-10
65.3	8.55862E-10
65.4	8.5278E-10
65.5	8.54788E-10
65.6	8.54056E-10
65.7	8.60614E-10
65.8	8.60786E-10
65.9	8.60004E-10
66	8.55356E-10
66.1	8.57026E-10
66.2	8.6447E-10
66.3	8.62536E-10
66.4	8.57898E-10
66.5	8.5956E-10
66.6	8.68892E-10
66.7	8.66316E-10
66.8	8.6006E-10
66.9	8.67364E-10
67	8.7148E-10
67.1	8.73114E-10
67.2	8.72856E-10
67.3	8.74526E-10
67.4	8.77698E-10
67.5	8.75954E-10
67.6	8.8048E-10
67.7	8.80924E-10
67.8	8.81104E-10
67.9	8.83304E-10
68	8.82612E-10
68.1	8.85192E-10
