BG_V	BG_I
0	-9.51408E-10
0.1	-8.74292E-10
0.2	-8.13974E-10
0.3	-7.60174E-10
0.4	-7.14886E-10
0.5	-6.73806E-10
0.6	-6.3816E-10
0.7	-6.0607E-10
0.8	-5.76942E-10
0.9	-5.50714E-10
1	-5.26834E-10
1.1	-5.0454E-10
1.2	-4.85048E-10
1.3	-4.6665E-10
1.4	-4.48976E-10
1.5	-4.32748E-10
1.6	-4.1646E-10
1.7	-4.0209E-10
1.8	-3.88816E-10
1.9	-3.77054E-10
2	-3.63936E-10
2.1	-3.52396E-10
2.2	-3.40436E-10
2.3	-3.2973E-10
2.4	-3.20228E-10
2.5	-3.11626E-10
2.6	-3.01304E-10
2.7	-2.93338E-10
2.8	-2.85262E-10
2.9	-2.77594E-10
3	-2.70868E-10
3.1	-2.62372E-10
3.2	-2.55652E-10
3.3	-2.4667E-10
3.4	-2.42328E-10
3.5	-2.3443E-10
3.6	-2.27874E-10
3.7	-2.21498E-10
3.8	-2.15348E-10
3.9	-2.07824E-10
4	-2.00738E-10
4.1	-1.96582E-10
4.2	-1.91514E-10
4.3	-1.85842E-10
4.4	-1.80558E-10
4.5	-1.76654E-10
4.6	-1.71548E-10
4.7	-1.67386E-10
4.8	-1.63436E-10
4.9	-1.59232E-10
5	-1.54254E-10
5.1	-1.47996E-10
5.2	-1.45248E-10
5.3	-1.40558E-10
5.4	-1.35092E-10
5.5	-1.32632E-10
5.6	-1.2737E-10
5.7	-1.23006E-10
5.8	-1.2169E-10
5.9	-1.16376E-10
6	-1.13022E-10
6.1	-1.0908E-10
6.2	-1.06058E-10
6.3	-1.01408E-10
6.4	-9.8564E-11
6.5	-9.3938E-11
6.6	-9.1274E-11
6.7	-8.7738E-11
6.8	-8.4004E-11
6.9	-8.1424E-11
7	-7.8928E-11
7.1	-7.6382E-11
7.2	-7.4602E-11
7.3	-7.0406E-11
7.4	-6.8134E-11
7.5	-6.5396E-11
7.6	-6.2172E-11
7.7	-5.902E-11
7.8	-5.6686E-11
7.9	-5.3332E-11
8	-5.0702E-11
8.1	-4.7674E-11
8.2	-4.5018E-11
8.3	-4.3354E-11
8.4	-3.8856E-11
8.5	-3.618E-11
8.6	-3.3034E-11
8.7	-3.107E-11
8.8	-2.7688E-11
8.9	-2.6228E-11
9	-2.4042E-11
9.1	-2.1676E-11
9.2	-1.9444E-11
9.3	-1.6288E-11
9.4	-1.3762E-11
9.5	-1.1676E-11
9.6	-9.57E-12
9.7	-7.078E-12
9.8	-5.808E-12
9.9	-2.126E-12
10	-1.184E-12
10.1	1.29E-12
10.2	3.04E-12
10.3	4.524E-12
10.4	7.456E-12
10.5	9.16E-12
10.6	1.1308E-11
10.7	1.241E-11
10.8	1.4748E-11
10.9	1.6838E-11
11	1.9284E-11
11.1	2.147E-11
11.2	2.4272E-11
