BG_V	BG_I
0	-1.64686E-09
0.1	-1.54416E-09
0.2	-1.45428E-09
0.3	-1.37578E-09
0.4	-1.30768E-09
0.5	-1.2473E-09
0.6	-1.19072E-09
0.7	-1.14004E-09
0.8	-1.09124E-09
0.9	-1.04978E-09
1	-1.00802E-09
1.1	-9.62084E-10
1.2	-9.15762E-10
1.3	-8.75118E-10
1.4	-8.36752E-10
1.5	-8.00752E-10
1.6	-7.76552E-10
1.7	-7.46792E-10
1.8	-7.20168E-10
1.9	-6.86594E-10
2	-6.65274E-10
2.1	-6.35788E-10
2.2	-6.0703E-10
2.3	-5.87036E-10
2.4	-5.57486E-10
2.5	-5.36878E-10
2.6	-5.17296E-10
2.7	-4.98942E-10
2.8	-4.81702E-10
2.9	-4.6506E-10
3	-4.50822E-10
3.1	-4.37786E-10
3.2	-4.35658E-10
3.3	-4.1713E-10
3.4	-4.0333E-10
3.5	-3.87462E-10
3.6	-3.69894E-10
3.7	-3.54868E-10
3.8	-3.42884E-10
3.9	-3.30676E-10
4	-3.2229E-10
4.1	-3.10342E-10
4.2	-2.98944E-10
4.3	-2.9034E-10
4.4	-2.81558E-10
4.5	-2.69072E-10
4.6	-2.60684E-10
4.7	-2.50774E-10
4.8	-2.40472E-10
4.9	-2.3196E-10
5	-2.21082E-10
5.1	-2.14874E-10
5.2	-2.07216E-10
5.3	-1.96818E-10
5.4	-1.8997E-10
5.5	-1.8234E-10
5.6	-1.7617E-10
5.7	-1.68344E-10
5.8	-1.61328E-10
5.9	-1.579E-10
6	-1.5062E-10
6.1	-1.4546E-10
6.2	-1.369E-10
6.3	-1.36066E-10
6.4	-1.30372E-10
6.5	-1.24592E-10
6.6	-1.19502E-10
6.7	-1.12798E-10
6.8	-1.07412E-10
6.9	-1.02768E-10
7	-9.6404E-11
7.1	-9.0604E-11
7.2	-8.5196E-11
7.3	-7.9972E-11
7.4	-7.338E-11
7.5	-6.8762E-11
7.6	-6.3192E-11
7.7	-5.7416E-11
7.8	-5.2062E-11
7.9	-4.6144E-11
8	-4.076E-11
8.1	-3.6384E-11
8.2	-3.2258E-11
8.3	-2.7756E-11
8.4	-2.3286E-11
8.5	-1.9144E-11
8.6	-1.309E-11
8.7	-9.484E-12
8.8	-5.196E-12
8.9	-8.1E-13
9	3.022E-12
9.1	7.658E-12
9.2	1.1578E-11
9.3	1.5252E-11
9.4	1.895E-11
9.5	2.3562E-11
9.6	2.7446E-11
9.7	3.1884E-11
9.8	3.4298E-11
9.9	3.8568E-11
10	4.0506E-11
10.1	4.5052E-11
10.2	4.8396E-11
10.3	5.145E-11
10.4	5.452E-11
10.5	5.8224E-11
10.6	6.1624E-11
10.7	6.5936E-11
10.8	7.0342E-11
10.9	7.178E-11
11	7.7334E-11
11.1	8.0366E-11
11.2	8.5456E-11
11.3	8.8208E-11
11.4	9.229E-11
11.5	9.6456E-11
11.6	1.00708E-10
11.7	1.04696E-10
11.8	1.07158E-10
11.9	1.12064E-10
12	1.15048E-10
12.1	1.19864E-10
12.2	1.2309E-10
12.3	1.27626E-10
12.4	1.32484E-10
12.5	1.33844E-10
12.6	1.38884E-10
12.7	1.42902E-10
12.8	1.4639E-10
12.9	1.49374E-10
13	1.52852E-10
13.1	1.5687E-10
13.2	1.5962E-10
13.3	1.64276E-10
13.4	1.68068E-10
13.5	1.70122E-10
13.6	1.7426E-10
13.7	1.76678E-10
13.8	1.81192E-10
13.9	1.84466E-10
14	1.87248E-10
14.1	1.90618E-10
14.2	1.9405E-10
14.3	1.97128E-10
14.4	1.9949E-10
14.5	2.0416E-10
14.6	2.06702E-10
14.7	2.08386E-10
14.8	2.13058E-10
14.9	2.16022E-10
15	2.17808E-10
15.1	2.2347E-10
15.2	2.25598E-10
15.3	2.28934E-10
15.4	2.31574E-10
15.5	2.34438E-10
15.6	2.3583E-10
15.7	2.40712E-10
15.8	2.4309E-10
15.9	2.46296E-10
16	2.479E-10
16.1	2.52666E-10
16.2	2.53844E-10
16.3	2.58062E-10
16.4	2.6071E-10
16.5	2.63492E-10
16.6	2.668E-10
16.7	2.69468E-10
16.8	2.72122E-10
16.9	2.7462E-10
17	2.78688E-10
17.1	2.80452E-10
17.2	2.8409E-10
17.3	2.86024E-10
17.4	2.88326E-10
17.5	2.89768E-10
17.6	2.9351E-10
17.7	2.95212E-10
17.8	2.97156E-10
17.9	3.01572E-10
18	3.03988E-10
18.1	3.05442E-10
18.2	3.08826E-10
18.3	3.11996E-10
18.4	3.14362E-10
18.5	3.169E-10
18.6	3.22136E-10
18.7	3.25054E-10
18.8	3.28142E-10
18.9	3.30428E-10
19	3.33604E-10
19.1	3.36866E-10
19.2	3.40084E-10
19.3	3.42436E-10
19.4	3.45648E-10
19.5	3.48538E-10
19.6	3.5062E-10
19.7	3.54064E-10
19.8	3.5637E-10
19.9	3.59712E-10
20	3.6256E-10
