BG_V	BG_I
0	-2.5306E-11
0.1	-1.9204E-11
0.2	-1.5984E-11
0.3	-1.218E-11
0.4	-9.144E-12
0.5	-5.952E-12
0.6	-1.802E-12
0.7	7.46E-13
0.8	2.414E-12
0.9	5.432E-12
1	8.352E-12
1.1	9.89E-12
1.2	1.3896E-11
1.3	1.501E-11
1.4	1.7742E-11
1.5	1.9754E-11
1.6	2.179E-11
1.7	2.4884E-11
1.8	2.5888E-11
1.9	2.7176E-11
2	2.8844E-11
2.1	3.2402E-11
2.2	3.411E-11
2.3	3.5856E-11
2.4	3.856E-11
2.5	3.9822E-11
2.6	4.2078E-11
2.7	4.124E-11
2.8	4.3614E-11
2.9	4.5662E-11
3	4.7988E-11
3.1	4.964E-11
3.2	5.303E-11
3.3	5.3768E-11
3.4	5.7748E-11
3.5	5.7562E-11
3.6	5.919E-11
3.7	6.2206E-11
3.8	6.5066E-11
3.9	6.5966E-11
4	6.8182E-11
4.1	6.9276E-11
4.2	7.1408E-11
4.3	7.2426E-11
4.4	7.6094E-11
4.5	7.517E-11
4.6	7.84E-11
4.7	8.1658E-11
4.8	8.2494E-11
4.9	8.5022E-11
5	8.676E-11
5.1	8.8782E-11
5.2	9.0946E-11
5.3	9.2298E-11
5.4	9.5104E-11
5.5	9.649E-11
5.6	9.789E-11
5.7	1.00466E-10
5.8	1.01502E-10
5.9	1.04092E-10
6	1.05264E-10
6.1	1.08744E-10
6.2	1.1127E-10
6.3	1.12826E-10
6.4	1.15194E-10
6.5	1.17146E-10
6.6	1.1955E-10
6.7	1.2245E-10
6.8	1.24206E-10
6.9	1.27254E-10
7	1.3061E-10
7.1	1.33234E-10
7.2	1.36662E-10
7.3	1.41758E-10
7.4	1.45148E-10
7.5	1.48316E-10
7.6	1.497E-10
7.7	1.51758E-10
7.8	1.55504E-10
7.9	1.57098E-10
8	1.58448E-10
8.1	1.62154E-10
8.2	1.63658E-10
8.3	1.65446E-10
8.4	1.67998E-10
8.5	1.68928E-10
8.6	1.70802E-10
8.7	1.73812E-10
8.8	1.75398E-10
8.9	1.77496E-10
9	1.7959E-10
9.1	1.80672E-10
9.2	1.8378E-10
9.3	1.84452E-10
9.4	1.87292E-10
9.5	1.88872E-10
9.6	1.91552E-10
9.7	1.92832E-10
9.8	1.95368E-10
9.9	1.96E-10
10	1.99592E-10
10.1	2.01472E-10
10.2	2.03204E-10
10.3	2.04804E-10
10.4	2.05962E-10
10.5	2.08282E-10
10.6	2.09026E-10
10.7	2.1188E-10
10.8	2.15016E-10
10.9	2.20122E-10
11	2.26194E-10
11.1	2.29454E-10
11.2	2.30718E-10
11.3	2.32656E-10
11.4	2.3322E-10
11.5	2.32128E-10
11.6	2.3696E-10
11.7	2.36926E-10
11.8	2.38064E-10
11.9	2.4567E-10
12	2.4907E-10
12.1	2.54978E-10
12.2	2.559E-10
12.3	2.57956E-10
12.4	2.61294E-10
12.5	2.67148E-10
12.6	2.71354E-10
12.7	2.78434E-10
12.8	2.80024E-10
12.9	2.80594E-10
13	2.82674E-10
13.1	2.83334E-10
13.2	2.84234E-10
13.3	2.85886E-10
13.4	2.881E-10
13.5	2.90028E-10
13.6	2.9075E-10
13.7	2.92462E-10
13.8	2.9358E-10
13.9	2.9569E-10
14	2.9803E-10
14.1	3.00614E-10
14.2	3.01416E-10
14.3	3.03226E-10
14.4	3.0552E-10
14.5	3.07522E-10
14.6	3.08664E-10
14.7	3.11624E-10
14.8	3.11676E-10
14.9	3.14852E-10
15	3.16718E-10
15.1	3.18346E-10
15.2	3.20322E-10
15.3	3.2309E-10
15.4	3.22914E-10
15.5	3.26126E-10
15.6	3.2871E-10
15.7	3.2989E-10
15.8	3.30242E-10
15.9	3.33444E-10
16	3.37354E-10
16.1	3.3945E-10
16.2	3.39576E-10
16.3	3.40212E-10
16.4	3.43592E-10
16.5	3.45794E-10
16.6	3.47788E-10
16.7	3.50844E-10
16.8	3.5123E-10
16.9	3.5357E-10
17	3.56244E-10
17.1	3.56702E-10
17.2	3.60844E-10
17.3	3.62194E-10
17.4	3.64766E-10
17.5	3.6578E-10
17.6	3.68076E-10
17.7	3.69154E-10
17.8	3.72746E-10
17.9	3.73486E-10
18	3.75504E-10
18.1	3.78978E-10
18.2	3.8028E-10
18.3	3.81164E-10
18.4	3.83416E-10
18.5	3.8639E-10
18.6	3.89108E-10
18.7	3.89932E-10
18.8	3.92112E-10
18.9	3.93742E-10
19	3.95604E-10
19.1	3.99118E-10
19.2	4.00278E-10
19.3	4.0161E-10
19.4	4.03318E-10
19.5	4.05242E-10
19.6	4.08508E-10
19.7	4.0961E-10
19.8	4.10562E-10
19.9	4.14482E-10
20	4.14842E-10
20.1	4.18514E-10
20.2	4.19116E-10
20.3	4.22344E-10
20.4	4.23532E-10
20.5	4.26182E-10
20.6	4.2677E-10
20.7	4.30258E-10
20.8	4.31626E-10
20.9	4.32678E-10
21	4.36022E-10
21.1	4.37266E-10
21.2	4.38434E-10
21.3	4.4146E-10
21.4	4.42666E-10
21.5	4.45824E-10
21.6	4.46516E-10
21.7	4.49342E-10
21.8	4.52848E-10
21.9	4.5989E-10
22	4.6085E-10
22.1	4.62476E-10
22.2	4.64414E-10
22.3	4.64774E-10
22.4	4.66978E-10
22.5	4.70966E-10
22.6	4.7277E-10
22.7	4.7539E-10
22.8	4.76814E-10
22.9	4.7991E-10
23	4.8087E-10
23.1	4.82718E-10
23.2	4.84534E-10
23.3	4.85368E-10
23.4	4.88512E-10
23.5	4.9073E-10
23.6	4.9238E-10
23.7	4.94658E-10
23.8	4.9431E-10
23.9	4.97378E-10
24	4.97792E-10
24.1	5.01816E-10
24.2	5.0325E-10
24.3	5.0528E-10
24.4	5.0731E-10
24.5	5.09484E-10
24.6	5.10336E-10
24.7	5.13336E-10
24.8	5.14446E-10
24.9	5.16978E-10
25	5.18324E-10
25.1	5.19634E-10
25.2	5.21254E-10
25.3	5.19938E-10
25.4	5.23992E-10
25.5	5.26438E-10
25.6	5.28796E-10
25.7	5.30496E-10
25.8	5.31934E-10
25.9	5.3458E-10
26	5.35242E-10
26.1	5.39334E-10
26.2	5.4108E-10
26.3	5.4236E-10
26.4	5.43444E-10
26.5	5.47832E-10
26.6	5.47266E-10
26.7	5.51748E-10
26.8	5.51934E-10
26.9	5.53924E-10
27	5.55642E-10
27.1	5.5808E-10
27.2	5.58956E-10
27.3	5.61812E-10
