BG_V	BG_I
0	-8.82328E-10
0.1	-8.22132E-10
0.2	-7.76116E-10
0.3	-7.31116E-10
0.4	-6.8837E-10
0.5	-6.51544E-10
0.6	-6.19544E-10
0.7	-5.86118E-10
0.8	-5.63244E-10
0.9	-5.37652E-10
1	-5.1484E-10
1.1	-4.96384E-10
1.2	-4.78248E-10
1.3	-4.57762E-10
1.4	-4.4167E-10
1.5	-4.233E-10
1.6	-4.00466E-10
1.7	-3.83952E-10
1.8	-3.6634E-10
1.9	-3.5509E-10
2	-3.42144E-10
2.1	-3.35526E-10
2.2	-3.25434E-10
2.3	-3.12358E-10
2.4	-3.0325E-10
2.5	-2.93384E-10
2.6	-2.86936E-10
2.7	-2.77772E-10
2.8	-2.6918E-10
2.9	-2.59998E-10
3	-2.55184E-10
3.1	-2.4745E-10
3.2	-2.41396E-10
3.3	-2.3406E-10
3.4	-2.2757E-10
3.5	-2.2115E-10
3.6	-2.13698E-10
3.7	-2.05786E-10
3.8	-2.00402E-10
3.9	-1.95834E-10
4	-1.9081E-10
4.1	-1.84008E-10
4.2	-1.79564E-10
4.3	-1.7416E-10
4.4	-1.66024E-10
4.5	-1.62132E-10
4.6	-1.56022E-10
4.7	-1.5194E-10
4.8	-1.4798E-10
4.9	-1.42634E-10
5	-1.39134E-10
5.1	-1.36158E-10
5.2	-1.31252E-10
5.3	-1.26412E-10
5.4	-1.2282E-10
5.5	-1.19282E-10
5.6	-1.16448E-10
5.7	-1.15956E-10
5.8	-1.11578E-10
5.9	-1.08054E-10
6	-1.0423E-10
6.1	-1.00618E-10
6.2	-9.7508E-11
6.3	-9.2384E-11
6.4	-8.9966E-11
6.5	-8.6254E-11
6.6	-8.2656E-11
6.7	-7.9944E-11
6.8	-7.5906E-11
6.9	-7.3526E-11
7	-6.9332E-11
7.1	-6.5804E-11
7.2	-6.4402E-11
7.3	-6.1434E-11
7.4	-6.0162E-11
7.5	-5.711E-11
7.6	-5.3752E-11
7.7	-5.289E-11
7.8	-4.848E-11
7.9	-4.7082E-11
8	-4.4098E-11
8.1	-4.1242E-11
8.2	-3.8828E-11
8.3	-3.7466E-11
