BG_V	BG_I
0	-3.401E-11
0.1	-1.2944E-11
0.2	9.46E-13
0.3	1.222E-11
0.4	2.3864E-11
0.5	3.2386E-11
0.6	4.077E-11
0.7	4.8374E-11
0.8	5.6646E-11
0.9	6.437E-11
1	7.3512E-11
1.1	8.1668E-11
1.2	8.6448E-11
1.3	9.3486E-11
1.4	9.8828E-11
1.5	1.0669E-10
1.6	1.11214E-10
1.7	1.18782E-10
1.8	1.2413E-10
1.9	1.29402E-10
2	1.35318E-10
2.1	1.40908E-10
2.2	1.47232E-10
2.3	1.53296E-10
2.4	1.56582E-10
2.5	1.64022E-10
2.6	1.69326E-10
2.7	1.73902E-10
2.8	1.78464E-10
2.9	1.83022E-10
3	1.8931E-10
3.1	1.95784E-10
3.2	2.02008E-10
3.3	2.05906E-10
3.4	2.10374E-10
3.5	2.16654E-10
3.6	2.19892E-10
3.7	2.25492E-10
3.8	2.31256E-10
3.9	2.36636E-10
4	2.37814E-10
4.1	2.44262E-10
4.2	2.50528E-10
4.3	2.53892E-10
4.4	2.59694E-10
4.5	2.64102E-10
4.6	2.7E-10
4.7	2.71698E-10
4.8	2.76362E-10
4.9	2.84198E-10
5	2.8725E-10
5.1	2.91176E-10
5.2	2.95148E-10
5.3	3.0111E-10
5.4	3.05826E-10
5.5	3.09628E-10
5.6	3.12416E-10
5.7	3.17086E-10
5.8	3.22972E-10
5.9	3.27966E-10
6	3.31504E-10
6.1	3.37902E-10
6.2	3.399E-10
6.3	3.44446E-10
6.4	3.49844E-10
6.5	3.55902E-10
6.6	3.57686E-10
6.7	3.63398E-10
6.8	3.6568E-10
6.9	3.68062E-10
7	3.75092E-10
7.1	3.77956E-10
7.2	3.82542E-10
7.3	3.8587E-10
7.4	3.9159E-10
7.5	3.9456E-10
7.6	4.003E-10
7.7	4.04424E-10
7.8	4.10838E-10
7.9	4.14E-10
8	4.19496E-10
8.1	4.2199E-10
8.2	4.25842E-10
8.3	4.31154E-10
8.4	4.33838E-10
8.5	4.37772E-10
8.6	4.43344E-10
8.7	4.45208E-10
8.8	4.4942E-10
8.9	4.53992E-10
9	4.60134E-10
9.1	4.64088E-10
9.2	4.66016E-10
