BG_V	BG_I
0	-1.291E-11
0.1	-4.84E-13
0.2	5.588E-12
0.3	1.1786E-11
0.4	1.427E-11
0.5	2.0178E-11
0.6	2.3562E-11
0.7	2.7044E-11
0.8	2.9694E-11
0.9	3.4344E-11
1	3.7534E-11
1.1	4.002E-11
1.2	4.3204E-11
1.3	4.5596E-11
1.4	4.7754E-11
1.5	4.9368E-11
1.6	5.342E-11
1.7	5.6986E-11
1.8	5.7998E-11
1.9	6.186E-11
2	6.2708E-11
2.1	6.5086E-11
2.2	6.6588E-11
2.3	6.9666E-11
2.4	7.3832E-11
2.5	7.4652E-11
2.6	7.772E-11
2.7	7.9372E-11
2.8	8.0416E-11
2.9	8.385E-11
3	8.6208E-11
3.1	8.6862E-11
3.2	9.041E-11
3.3	9.0346E-11
3.4	9.3152E-11
3.5	9.48E-11
3.6	9.6932E-11
3.7	9.8602E-11
3.8	1.01198E-10
3.9	1.04738E-10
4	1.05502E-10
4.1	1.07712E-10
4.2	1.09046E-10
4.3	1.11382E-10
4.4	1.13832E-10
4.5	1.14136E-10
4.6	1.15828E-10
4.7	1.20124E-10
4.8	1.20248E-10
4.9	1.22638E-10
5	1.24454E-10
5.1	1.2599E-10
5.2	1.27828E-10
5.3	1.30472E-10
5.4	1.31044E-10
5.5	1.33E-10
5.6	1.34786E-10
5.7	1.36906E-10
5.8	1.40294E-10
5.9	1.40314E-10
6	1.42108E-10
6.1	1.43442E-10
6.2	1.45428E-10
6.3	1.48122E-10
6.4	1.49542E-10
6.5	1.51104E-10
6.6	1.5221E-10
6.7	1.53956E-10
6.8	1.55748E-10
6.9	1.58198E-10
7	1.58932E-10
7.1	1.60482E-10
7.2	1.63466E-10
7.3	1.63528E-10
7.4	1.6521E-10
7.5	1.67884E-10
7.6	1.6971E-10
7.7	1.71912E-10
7.8	1.70382E-10
7.9	1.73716E-10
8	1.7626E-10
8.1	1.77394E-10
8.2	1.78628E-10
8.3	1.80282E-10
8.4	1.83412E-10
8.5	1.84328E-10
8.6	1.86902E-10
8.7	1.8787E-10
8.8	1.88448E-10
8.9	1.91652E-10
9	1.90718E-10
9.1	1.94386E-10
9.2	1.94496E-10
9.3	1.98784E-10
9.4	1.98236E-10
9.5	2.01188E-10
9.6	2.01386E-10
9.7	2.0197E-10
9.8	2.04948E-10
9.9	2.07506E-10
10	2.08966E-10
10.1	2.106E-10
10.2	2.10988E-10
10.3	2.13506E-10
10.4	2.14732E-10
10.5	2.16132E-10
10.6	2.19308E-10
10.7	2.19442E-10
10.8	2.20684E-10
10.9	2.22312E-10
11	2.2465E-10
11.1	2.26428E-10
11.2	2.27022E-10
11.3	2.2724E-10
11.4	2.29856E-10
11.5	2.32312E-10
11.6	2.33962E-10
11.7	2.3399E-10
11.8	2.36362E-10
11.9	2.35986E-10
12	2.39648E-10
12.1	2.3988E-10
12.2	2.42252E-10
12.3	2.43086E-10
12.4	2.44096E-10
12.5	2.47122E-10
12.6	2.49954E-10
12.7	2.50888E-10
12.8	2.52916E-10
12.9	2.5312E-10
13	2.54296E-10
13.1	2.55748E-10
13.2	2.57274E-10
13.3	2.59564E-10
13.4	2.59826E-10
13.5	2.62962E-10
13.6	2.64332E-10
13.7	2.66742E-10
13.8	2.66264E-10
13.9	2.69788E-10
14	2.69484E-10
14.1	2.7303E-10
14.2	2.7367E-10
14.3	2.7487E-10
14.4	2.755E-10
14.5	2.75906E-10
14.6	2.7753E-10
14.7	2.79122E-10
14.8	2.811E-10
14.9	2.82742E-10
15	2.84842E-10
15.1	2.87166E-10
15.2	2.86322E-10
15.3	2.8911E-10
15.4	2.9113E-10
15.5	2.94E-10
15.6	2.93484E-10
15.7	2.94244E-10
15.8	2.97346E-10
15.9	2.98424E-10
16	3.00574E-10
16.1	3.0295E-10
16.2	3.03502E-10
16.3	3.03958E-10
16.4	3.05342E-10
16.5	3.08688E-10
16.6	3.09214E-10
16.7	3.09768E-10
16.8	3.11708E-10
16.9	3.13186E-10
17	3.14128E-10
17.1	3.16392E-10
17.2	3.1596E-10
17.3	3.18768E-10
17.4	3.21112E-10
17.5	3.22486E-10
17.6	3.23788E-10
17.7	3.25508E-10
17.8	3.27036E-10
17.9	3.28818E-10
18	3.29134E-10
18.1	3.30266E-10
18.2	3.32084E-10
18.3	3.3358E-10
18.4	3.3585E-10
18.5	3.36604E-10
18.6	3.36728E-10
18.7	3.3866E-10
18.8	3.41138E-10
18.9	3.43014E-10
19	3.45492E-10
19.1	3.44352E-10
19.2	3.46048E-10
19.3	3.4908E-10
19.4	3.47618E-10
19.5	3.50506E-10
19.6	3.50554E-10
19.7	3.5329E-10
19.8	3.5546E-10
19.9	3.55948E-10
20	3.58256E-10
20.1	3.60684E-10
20.2	3.63148E-10
20.3	3.6478E-10
20.4	3.64948E-10
20.5	3.6462E-10
20.6	3.65156E-10
20.7	3.68694E-10
20.8	3.69072E-10
20.9	3.7111E-10
21	3.71568E-10
21.1	3.72414E-10
21.2	3.76222E-10
21.3	3.77194E-10
21.4	3.77696E-10
21.5	3.79358E-10
21.6	3.81966E-10
21.7	3.83926E-10
21.8	3.84172E-10
21.9	3.86112E-10
22	3.86072E-10
22.1	3.89148E-10
22.2	3.90156E-10
22.3	3.92042E-10
22.4	3.93968E-10
22.5	3.95704E-10
22.6	3.96266E-10
22.7	3.97422E-10
22.8	3.98578E-10
22.9	4.01278E-10
23	4.01548E-10
23.1	4.02552E-10
23.2	4.03374E-10
23.3	4.05026E-10
23.4	4.06522E-10
