BG_V	BG_I
0	-2.613E-11
0.1	-1.1308E-11
0.2	-4.398E-12
0.3	3.184E-12
0.4	9.888E-12
0.5	1.5368E-11
0.6	1.903E-11
0.7	1.884E-11
0.8	3.2134E-11
0.9	3.698E-11
1	4.1348E-11
1.1	4.3588E-11
1.2	4.5722E-11
1.3	5.0604E-11
1.4	5.5696E-11
1.5	5.847E-11
1.6	6.257E-11
1.7	6.6242E-11
1.8	6.9814E-11
1.9	7.324E-11
2	7.7226E-11
2.1	7.9744E-11
2.2	8.476E-11
2.3	8.7888E-11
2.4	9.271E-11
2.5	9.2362E-11
2.6	9.653E-11
2.7	9.9024E-11
2.8	1.01406E-10
2.9	1.05092E-10
3	1.07818E-10
3.1	1.1185E-10
3.2	1.14368E-10
3.3	1.1778E-10
3.4	1.18246E-10
3.5	1.25126E-10
3.6	1.27004E-10
3.7	1.2993E-10
3.8	1.31208E-10
3.9	1.34476E-10
4	1.36134E-10
4.1	1.39956E-10
4.2	1.4306E-10
4.3	1.4424E-10
4.4	1.48414E-10
4.5	1.5303E-10
4.6	1.55296E-10
4.7	1.57752E-10
4.8	1.59246E-10
4.9	1.62514E-10
5	1.65638E-10
5.1	1.69222E-10
5.2	1.69898E-10
5.3	1.73902E-10
5.4	1.75362E-10
5.5	1.7846E-10
5.6	1.81442E-10
5.7	1.83238E-10
5.8	1.85296E-10
5.9	1.88908E-10
6	1.9216E-10
6.1	1.94398E-10
6.2	1.96836E-10
6.3	1.99012E-10
6.4	2.01782E-10
6.5	2.03792E-10
6.6	2.06892E-10
6.7	2.08098E-10
6.8	2.1117E-10
6.9	2.13478E-10
7	2.16186E-10
7.1	2.19126E-10
7.2	2.21502E-10
7.3	2.2416E-10
7.4	2.26222E-10
7.5	2.28974E-10
7.6	2.32074E-10
7.7	2.32734E-10
7.8	2.36148E-10
7.9	2.3805E-10
8	2.40214E-10
8.1	2.43946E-10
8.2	2.46402E-10
8.3	2.48144E-10
8.4	2.5122E-10
8.5	2.53294E-10
8.6	2.55976E-10
8.7	2.57858E-10
8.8	2.59934E-10
8.9	2.63952E-10
9	2.64058E-10
9.1	2.66714E-10
9.2	2.68856E-10
9.3	2.72738E-10
9.4	2.7216E-10
9.5	2.76678E-10
9.6	2.80098E-10
9.7	2.81434E-10
9.8	2.80982E-10
9.9	2.86602E-10
10	2.88532E-10
10.1	2.92442E-10
10.2	2.9523E-10
10.3	2.95482E-10
10.4	2.9852E-10
10.5	3.00488E-10
10.6	3.04712E-10
10.7	3.05804E-10
10.8	3.07586E-10
10.9	3.10892E-10
11	3.13332E-10
11.1	3.14678E-10
11.2	3.16324E-10
11.3	3.1773E-10
11.4	3.22136E-10
11.5	3.23708E-10
11.6	3.27386E-10
11.7	3.29236E-10
11.8	3.3106E-10
11.9	3.34094E-10
12	3.35474E-10
12.1	3.37938E-10
12.2	3.41744E-10
12.3	3.4244E-10
12.4	3.44198E-10
12.5	3.49098E-10
12.6	3.49118E-10
12.7	3.49568E-10
12.8	3.50594E-10
12.9	3.59402E-10
13	3.59152E-10
13.1	3.64228E-10
13.2	3.61316E-10
13.3	3.62848E-10
13.4	3.66828E-10
13.5	3.68602E-10
13.6	3.74426E-10
13.7	3.72872E-10
13.8	3.73772E-10
13.9	3.77138E-10
14	3.79736E-10
14.1	3.82522E-10
14.2	3.84874E-10
14.3	3.87384E-10
14.4	3.8999E-10
14.5	3.92482E-10
14.6	3.94556E-10
14.7	3.95936E-10
14.8	3.99608E-10
14.9	4.01724E-10
15	4.02554E-10
15.1	4.05646E-10
15.2	4.07818E-10
15.3	4.09438E-10
15.4	4.1381E-10
15.5	4.162E-10
15.6	4.16446E-10
15.7	4.19056E-10
15.8	4.21564E-10
15.9	4.23888E-10
16	4.25682E-10
16.1	4.27264E-10
16.2	4.29636E-10
16.3	4.3181E-10
16.4	4.33298E-10
16.5	4.38966E-10
16.6	4.38822E-10
16.7	4.3882E-10
16.8	4.42816E-10
16.9	4.44904E-10
17	4.47108E-10
17.1	4.4938E-10
17.2	4.50546E-10
17.3	4.55508E-10
17.4	4.54392E-10
17.5	4.561E-10
17.6	4.60986E-10
17.7	4.63952E-10
17.8	4.64646E-10
17.9	4.6783E-10
18	4.69692E-10
18.1	4.7175E-10
18.2	4.731E-10
18.3	4.73988E-10
18.4	4.75366E-10
18.5	4.80288E-10
18.6	4.81812E-10
18.7	4.83966E-10
18.8	4.87472E-10
18.9	4.90268E-10
19	4.93938E-10
19.1	4.95258E-10
19.2	4.98216E-10
19.3	4.97534E-10
19.4	5.00014E-10
19.5	5.01778E-10
19.6	5.04044E-10
19.7	5.04588E-10
19.8	5.10266E-10
19.9	5.116E-10
20	5.13418E-10
20.1	5.16332E-10
20.2	5.16946E-10
20.3	5.1975E-10
20.4	5.22092E-10
20.5	5.25542E-10
20.6	5.2609E-10
20.7	5.26594E-10
20.8	5.29962E-10
20.9	5.31038E-10
21	5.33696E-10
21.1	5.36994E-10
21.2	5.39696E-10
21.3	5.42238E-10
21.4	5.46362E-10
21.5	5.46922E-10
21.6	5.4722E-10
21.7	5.4915E-10
21.8	5.50726E-10
21.9	5.53474E-10
22	5.5316E-10
22.1	5.57494E-10
22.2	5.56838E-10
22.3	5.59728E-10
22.4	5.66362E-10
22.5	5.7084E-10
22.6	5.68574E-10
22.7	5.7098E-10
22.8	5.7504E-10
22.9	5.77486E-10
23	5.78224E-10
23.1	5.81026E-10
23.2	5.81706E-10
23.3	5.83704E-10
23.4	5.85116E-10
23.5	5.89968E-10
23.6	5.9302E-10
23.7	5.94986E-10
23.8	5.9761E-10
23.9	6.00014E-10
24	6.02766E-10
24.1	6.025E-10
24.2	6.04602E-10
24.3	6.081E-10
24.4	6.08414E-10
24.5	6.10056E-10
24.6	6.12834E-10
24.7	6.13968E-10
24.8	6.16884E-10
24.9	6.1738E-10
25	6.21128E-10
25.1	6.2274E-10
25.2	6.2774E-10
25.3	6.27214E-10
25.4	6.30102E-10
25.5	6.34598E-10
25.6	6.33958E-10
25.7	6.35564E-10
25.8	6.37758E-10
25.9	6.4001E-10
26	6.41946E-10
26.1	6.45906E-10
26.2	6.46862E-10
26.3	6.48254E-10
26.4	6.51934E-10
26.5	6.5263E-10
26.6	6.56466E-10
26.7	6.55E-10
26.8	6.58634E-10
26.9	6.6073E-10
27	6.63066E-10
27.1	6.62998E-10
27.2	6.65326E-10
27.3	6.70412E-10
27.4	6.7288E-10
27.5	6.74972E-10
27.6	6.77052E-10
27.7	6.7987E-10
27.8	6.83484E-10
27.9	6.84786E-10
28	6.8654E-10
28.1	6.88186E-10
28.2	6.90778E-10
28.3	6.93592E-10
28.4	6.92234E-10
28.5	6.98244E-10
28.6	7.01718E-10
28.7	6.94026E-10
28.8	6.91316E-10
28.9	7.05378E-10
29	7.0387E-10
29.1	7.06248E-10
29.2	7.15544E-10
29.3	7.15186E-10
29.4	7.15864E-10
29.5	7.19638E-10
29.6	7.2138E-10
29.7	7.2204E-10
29.8	7.26102E-10
29.9	7.2813E-10
30	7.28762E-10
30.1	7.30384E-10
30.2	7.325E-10
30.3	7.28808E-10
30.4	7.35E-10
30.5	7.30988E-10
30.6	7.33242E-10
30.7	7.3522E-10
30.8	7.33648E-10
30.9	7.33374E-10
31	7.35882E-10
31.1	7.3551E-10
31.2	7.3705E-10
31.3	7.37934E-10
31.4	7.41434E-10
31.5	7.41086E-10
31.6	7.41784E-10
31.7	7.4366E-10
31.8	7.47938E-10
31.9	7.49298E-10
32	7.49506E-10
32.1	7.52812E-10
32.2	7.54406E-10
32.3	7.52856E-10
32.4	7.56796E-10
32.5	7.58918E-10
32.6	7.59178E-10
32.7	7.60666E-10
32.8	7.63596E-10
32.9	7.6629E-10
33	7.65778E-10
33.1	7.69508E-10
33.2	7.71252E-10
33.3	7.71404E-10
33.4	7.74924E-10
33.5	7.75558E-10
33.6	7.77298E-10
33.7	7.78854E-10
33.8	7.8313E-10
33.9	7.82404E-10
34	7.8495E-10
34.1	7.87974E-10
34.2	7.90038E-10
34.3	7.91822E-10
34.4	7.89928E-10
34.5	7.95412E-10
34.6	7.97936E-10
34.7	7.9806E-10
34.8	8.01342E-10
34.9	8.04016E-10
35	8.06464E-10
35.1	8.08118E-10
35.2	8.09858E-10
35.3	8.08456E-10
35.4	8.1176E-10
35.5	8.16386E-10
35.6	8.1732E-10
35.7	8.15444E-10
35.8	8.18396E-10
35.9	8.21916E-10
36	8.32712E-10
36.1	8.2907E-10
36.2	8.25286E-10
36.3	8.27946E-10
36.4	8.30704E-10
36.5	8.3084E-10
36.6	8.36192E-10
36.7	8.39774E-10
36.8	8.37154E-10
36.9	8.40924E-10
37	8.4572E-10
37.1	8.4593E-10
37.2	8.45296E-10
37.3	8.47858E-10
37.4	8.53032E-10
37.5	8.54052E-10
37.6	8.54622E-10
37.7	8.58856E-10
37.8	8.61006E-10
37.9	8.65744E-10
38	8.64828E-10
38.1	8.66766E-10
38.2	8.67934E-10
38.3	8.70986E-10
38.4	8.75304E-10
38.5	8.7231E-10
38.6	8.75234E-10
38.7	8.81634E-10
38.8	8.82396E-10
